T2M,RH2M,PS,datetime,hour,month,T2M_diff,RH2M_diff,PS_diff,T2M_roll_mean,RH2M_roll_mean,PS_roll_mean,T2M_roll_std,RH2M_roll_std,PS_roll_std,T2M_roll_dev,RH2M_roll_dev,PS_roll_dev
21.83,42.76,990.5,2023-11-18 17:00:00,17,11,-1.620000000000001,-0.19000000000000483,0.2999999999999545,20.32625,52.00125,992.2375000000001,4.198234424446765,13.510909058496141,1.355123129291978,1.5037499999999966,-9.24125,-1.7375000000000682
20.91,44.37,991.0,2023-11-18 18:00:00,18,11,-0.9199999999999982,1.6099999999999994,0.5,20.294583333333332,51.754999999999995,992.1791666666667,4.190517223619352,13.597226699332483,1.3777673074628956,0.6154166666666683,-7.384999999999998,-1.1791666666666742
20.08,46.38,991.4,2023-11-18 19:00:00,19,11,-0.8300000000000018,2.010000000000005,0.39999999999997726,20.26833333333333,51.50541666666667,992.1291666666667,4.189774993093876,13.64035348871495,1.383593043505095,-0.18833333333333258,-5.125416666666666,-0.7291666666667425
19.26,48.25,991.6,2023-11-18 20:00:00,20,11,-0.8199999999999967,1.8699999999999974,0.20000000000004547,20.23,51.30916666666667,992.0916666666667,4.194823932668465,13.652392979180158,1.3853006788800584,-0.9699999999999989,-3.0591666666666697,-0.49166666666667425
18.44,50.2,991.8,2023-11-18 21:00:00,21,11,-0.8200000000000003,1.9500000000000028,0.1999999999999318,20.180416666666666,51.16416666666667,992.0791666666665,4.209232584364582,13.644595973328014,1.3865751258411143,-1.7404166666666647,-0.9641666666666637,-0.2791666666665833
17.66,52.17,991.7,2023-11-18 22:00:00,22,11,-0.7800000000000011,1.9699999999999989,-0.09999999999990905,20.134166666666665,51.027499999999996,992.0749999999999,4.23144329027836,13.616198872634287,1.3876003684418234,-2.4741666666666653,1.1425000000000054,-0.3749999999998863
16.93,54.06,991.6,2023-11-18 23:00:00,23,11,-0.7300000000000004,1.8900000000000006,-0.10000000000002274,20.096666666666668,50.86833333333334,992.0750000000002,4.256663999636133,13.554802347015743,1.3876003684418234,-3.166666666666668,3.191666666666663,-0.4750000000001364
16.28,55.82,991.6,2023-11-19 00:00:00,0,11,-0.6499999999999986,1.759999999999998,0.0,20.065,50.68291666666667,992.0749999999999,4.2831368025743,13.450640676244614,1.3876003684418234,-3.785,5.1370833333333294,-0.47499999999990905
15.63,57.58,991.7,2023-11-19 01:00:00,1,11,-0.6500000000000004,1.759999999999998,0.10000000000002274,20.034166666666668,50.46541666666666,992.0875000000001,4.313449055410805,13.287399385415235,1.3825975867357823,-4.404166666666667,7.114583333333336,-0.3875000000000455
15.14,58.59,991.6,2023-11-19 02:00:00,2,11,-0.4900000000000002,1.0100000000000051,-0.10000000000002274,20.006666666666668,50.18958333333334,992.0958333333333,4.3436156714712295,13.03431040158721,1.3788713615762263,-4.866666666666667,8.400416666666665,-0.4958333333332803
14.85,58.76,991.7,2023-11-19 03:00:00,3,11,-0.2900000000000009,0.1699999999999946,0.10000000000002274,19.986250000000002,49.82416666666666,992.1041666666666,4.367589935860196,12.64412904376412,1.375714570541831,-5.136250000000002,8.935833333333335,-0.4041666666665833
14.62,58.51,992.0,2023-11-19 04:00:00,4,11,-0.23000000000000043,-0.25,0.2999999999999545,19.968333333333334,49.36333333333334,992.1083333333332,4.389546541566782,12.082238011325385,1.3752206673653822,-5.3483333333333345,9.146666666666661,-0.1083333333332348
14.47,58.26,992.7,2023-11-19 05:00:00,5,11,-0.14999999999999858,-0.25,0.7000000000000455,19.94625,48.85041666666667,992.1166666666667,4.416876539995928,11.383941580392724,1.3782997296736248,-5.4762499999999985,9.40958333333333,0.5833333333333712
14.31,58.44,993.6,2023-11-19 06:00:00,6,11,-0.16000000000000014,0.17999999999999972,0.8999999999999773,19.90875,48.35500000000001,992.1291666666666,4.462422146440727,10.643148439049865,1.3908018227036123,-5.598750000000001,10.084999999999987,1.4708333333334167
15.33,59.69,994.6,2023-11-19 07:00:00,7,11,1.0199999999999996,1.25,1.0,19.85375,48.094166666666666,992.1500000000001,4.5121900712549365,10.26311967007675,1.4249332554541996,-4.5237500000000015,11.595833333333331,2.449999999999932
17.59,49.36,995.3,2023-11-19 08:00:00,8,11,2.26,-10.329999999999998,0.6999999999999318,19.821250000000003,47.668749999999996,992.1708333333335,4.526129272971926,9.974296232120063,1.4683558289699963,-2.231250000000003,1.6912500000000037,3.1291666666664923
19.9,44.03,995.7,2023-11-19 09:00:00,9,11,2.3099999999999987,-5.329999999999998,0.40000000000009095,19.741249999999997,47.51833333333334,992.2041666666668,4.506189282290225,10.001930538288656,1.5403215831768216,0.15875000000000128,-3.488333333333337,3.4958333333332803
23.62,36.98,995.5,2023-11-19 10:00:00,10,11,3.7200000000000024,-7.050000000000004,-0.20000000000004547,19.68166666666667,47.490833333333335,992.25,4.441938145984794,10.031136273001868,1.6226655472249103,3.9383333333333326,-10.510833333333338,3.25
24.78,35.42,994.6,2023-11-19 11:00:00,11,11,1.1600000000000001,-1.5599999999999952,-0.8999999999999773,19.625833333333336,47.51749999999999,992.2958333333332,4.365252038808304,9.996668249319576,1.67422380887632,5.154166666666665,-12.09749999999999,2.304166666666788
25.42,34.21,993.5,2023-11-19 12:00:00,12,11,0.6400000000000006,-1.2100000000000009,-1.1000000000000227,19.5725,47.5875,992.3416666666667,4.28209137241843,9.892497047059681,1.6921600979193985,5.8475,-13.377499999999998,1.158333333333303
25.66,33.73,992.4,2023-11-19 13:00:00,13,11,0.23999999999999844,-0.480000000000004,-1.1000000000000227,19.517916666666668,47.70791666666667,992.3833333333333,4.191078494764395,9.69540006536779,1.6802346281653402,6.142083333333332,-13.977916666666673,0.01666666666665151
25.73,33.67,991.8,2023-11-19 14:00:00,14,11,0.07000000000000028,-0.05999999999999517,-0.6000000000000227,19.483333333333334,47.83916666666667,992.4333333333334,4.133471713438756,9.471337041955392,1.6422854347414175,6.246666666666666,-14.16916666666667,-0.6333333333334394
24.98,36.84,991.6,2023-11-19 15:00:00,15,11,-0.75,3.1700000000000017,-0.1999999999999318,19.452916666666667,47.959583333333335,992.4875000000001,4.088096696685453,9.303968054436154,1.5894523256581825,5.527083333333334,-11.119583333333331,-0.8875000000000455
23.39,42.73,991.6,2023-11-19 16:00:00,16,11,-1.5899999999999999,5.8899999999999935,0.0,19.45041666666667,47.95041666666666,992.5458333333335,4.0855636396492985,9.309225195035381,1.526285393147977,3.9395833333333314,-5.220416666666665,-0.9458333333334394
22.33,44.0,991.9,2023-11-19 17:00:00,17,11,-1.0600000000000023,1.2700000000000031,0.2999999999999545,19.47125,48.00208333333333,992.6041666666666,4.099476437939194,9.282568506599215,1.470427079793017,2.858749999999997,-4.002083333333331,-0.7041666666666515
21.66,45.43,992.5,2023-11-19 18:00:00,18,11,-0.6699999999999982,1.4299999999999997,0.6000000000000227,19.5025,48.04625000000001,992.6666666666666,4.113754500083561,9.267044373101973,1.4306175822187361,2.157499999999999,-2.616250000000008,-0.16666666666662877
21.01,46.35,993.0,2023-11-19 19:00:00,19,11,-0.6499999999999986,0.9200000000000017,0.5,19.54125,48.044999999999995,992.7333333333332,4.123798705183219,9.267280920106575,1.4060943955373653,1.46875,-1.6949999999999932,0.2666666666667652
20.45,47.13,993.2,2023-11-19 20:00:00,20,11,-0.5600000000000023,0.7800000000000011,0.20000000000004547,19.590833333333332,47.998333333333335,992.8000000000001,4.127422520976971,9.269023524700255,1.387835349170598,0.8591666666666669,-0.8683333333333323,0.39999999999997726
19.92,47.41,993.3,2023-11-19 21:00:00,21,11,-0.5299999999999976,0.27999999999999403,0.09999999999990905,19.6525,47.88208333333333,992.8625000000001,4.120531044290012,9.257699018826758,1.3745552640029808,0.26750000000000185,-0.4720833333333303,0.4374999999998863
19.4,47.9,993.1,2023-11-19 22:00:00,22,11,-0.5200000000000031,0.490000000000002,-0.1999999999999318,19.725,47.70416666666667,992.9208333333335,4.0992014068491756,9.212631176184322,1.3526075193248421,-0.32500000000000284,0.19583333333332575,0.17916666666656056
18.88,49.33,992.9,2023-11-19 23:00:00,23,11,-0.5199999999999996,1.4299999999999997,-0.20000000000004547,19.806250000000002,47.50708333333333,992.9749999999999,4.060536281244826,9.12088786637639,1.3231221310965449,-0.9262500000000031,1.8229166666666714,-0.07499999999993179
18.14,51.58,992.7,2023-11-20 00:00:00,0,11,-0.7399999999999984,2.25,-0.1999999999999318,19.88375,47.33041666666667,993.0208333333334,4.007714096914836,8.993037635070518,1.292109554694703,-1.7437499999999986,4.249583333333327,-0.32083333333332575
17.13,54.8,992.6,2023-11-20 01:00:00,1,11,-1.0100000000000016,3.219999999999999,-0.10000000000002274,19.94625,47.21458333333334,993.0583333333333,3.9497702877620817,8.872373820468937,1.2648824198777018,-2.81625,7.58541666666666,-0.45833333333325754
16.4,57.32,992.5,2023-11-20 02:00:00,2,11,-0.7300000000000004,2.520000000000003,-0.10000000000002274,19.99875,47.16166666666666,993.0958333333333,3.89104581057602,8.805110999308447,1.2326991122462838,-3.5987500000000026,10.158333333333339,-0.595833333333303
15.6,60.23,992.5,2023-11-20 03:00:00,3,11,-0.7999999999999989,2.9099999999999966,0.0,20.029999999999998,47.22291666666666,993.1291666666666,3.8506995411902674,8.893963502025402,1.2037908118621887,-4.429999999999998,13.007083333333334,-0.629166666666606
14.95,62.72,992.7,2023-11-20 04:00:00,4,11,-0.6500000000000004,2.490000000000002,0.20000000000004547,20.04375,47.39833333333333,993.1583333333333,3.8310809151285317,9.163686208482579,1.1835527454795995,-5.09375,15.321666666666665,-0.45833333333325754
14.48,64.6,993.2,2023-11-20 05:00:00,5,11,-0.46999999999999886,1.8799999999999955,0.5,20.044166666666666,47.662499999999994,993.1791666666667,3.830448851740263,9.572671813666833,1.1795279698959757,-5.564166666666665,16.9375,0.02083333333337123
14.2,65.63,993.9,2023-11-20 06:00:00,6,11,-0.28000000000000114,1.0300000000000011,0.6999999999999318,20.039583333333333,47.96208333333333,993.1916666666667,3.8376674065361116,10.026381712942143,1.1857548197820609,-5.839583333333334,17.667916666666663,0.7083333333332575
15.68,63.35,994.7,2023-11-20 07:00:00,7,11,1.4800000000000004,-2.279999999999994,0.8000000000000682,20.054166666666667,48.114583333333336,993.1958333333332,3.8196151828330476,10.238115901382557,1.191082506006458,-4.374166666666667,15.235416666666666,1.5041666666668334
18.31,52.37,995.2,2023-11-20 08:00:00,8,11,2.629999999999999,-10.980000000000004,0.5,20.084166666666665,48.24,993.1916666666666,3.802207501446912,10.272414304931987,1.1835527454795027,-1.774166666666666,4.1299999999999955,2.0083333333334394
20.83,46.39,995.4,2023-11-20 09:00:00,9,11,2.5199999999999996,-5.979999999999997,0.1999999999999318,20.122916666666665,48.33833333333333,993.1791666666667,3.804986978400622,10.241611059859999,1.1572002068455767,0.7070833333333333,-1.9483333333333306,2.220833333333303
25.02,35.74,995.1,2023-11-20 10:00:00,10,11,4.190000000000001,-10.649999999999999,-0.2999999999999545,20.181250000000002,48.28666666666666,993.1624999999999,3.8710882780586298,10.304338329354024,1.1247463481643682,4.838749999999997,-12.54666666666666,1.9375000000001137
26.58,32.83,994.4,2023-11-20 11:00:00,11,11,1.5599999999999987,-2.9100000000000037,-0.7000000000000455,20.256249999999998,48.17875000000001,993.1541666666667,3.979965930048775,10.457374894011902,1.1143253628881495,6.32375,-15.34875000000001,1.2458333333332803
27.27,31.67,993.5,2023-11-20 12:00:00,12,11,0.6900000000000013,-1.1599999999999966,-0.8999999999999773,20.333333333333332,48.072916666666664,993.1541666666667,4.100417440750023,10.616533242057296,1.1143253628881495,6.936666666666667,-16.402916666666663,0.345833333333303
27.42,31.54,992.6,2023-11-20 13:00:00,13,11,0.15000000000000213,-0.13000000000000256,-0.8999999999999773,20.406666666666666,47.98166666666666,993.1624999999999,4.213988781342035,10.753697308233058,1.109176153283789,7.013333333333335,-16.441666666666663,-0.5624999999998863
27.03,32.43,991.9,2023-11-20 14:00:00,14,11,-0.39000000000000057,0.8900000000000006,-0.7000000000000455,20.46083333333333,47.93,993.1666666666666,4.293004336345961,10.828168980869219,1.1040111320059687,6.569166666666671,-15.5,-1.2666666666666515
25.9,37.76,991.5,2023-11-20 15:00:00,15,11,-1.1300000000000026,5.329999999999998,-0.39999999999997726,20.499166666666667,47.968333333333334,993.1625,4.338972946664362,10.78875850804554,1.1103514914951955,5.400833333333331,-10.208333333333336,-1.6625000000000227
22.72,50.77,991.5,2023-11-20 16:00:00,16,11,-3.1799999999999997,13.010000000000005,0.0,20.47125,48.303333333333335,993.1583333333333,4.321685774646714,10.743762464055846,1.1166396275674817,2.2487499999999976,2.4666666666666686,-1.658333333333303
20.55,52.52,991.8,2023-11-20 17:00:00,17,11,-2.169999999999998,1.75,0.2999999999999545,20.39708333333333,48.65833333333333,993.1541666666667,4.3036359543457445,10.736145639306645,1.121714203131198,0.1529166666666697,3.8616666666666717,-1.3541666666667425
19.54,54.75,992.3,2023-11-20 18:00:00,18,11,-1.0100000000000016,2.229999999999997,0.5,20.30875,49.04666666666666,993.1458333333334,4.298340744074984,10.782751793112984,1.1275132956055103,-0.7687500000000007,5.70333333333334,-0.8458333333334167
18.67,56.65,992.6,2023-11-20 19:00:00,19,11,-0.8699999999999974,1.8999999999999986,0.3000000000000682,20.211249999999996,49.475833333333334,993.1291666666667,4.30827042114818,10.87533344482959,1.1327070946198392,-1.5412499999999945,7.174166666666665,-0.529166666666697
17.86,58.53,992.8,2023-11-20 20:00:00,20,11,-0.8100000000000023,1.8800000000000026,0.1999999999999318,20.10333333333333,49.95083333333333,993.1125000000001,4.3343889461183664,11.016462352026634,1.134560822853045,-2.2433333333333323,8.579166666666673,-0.3125000000001137
17.1,60.53,993.0,2023-11-20 21:00:00,21,11,-0.759999999999998,2.0,0.20000000000004547,19.985833333333336,50.4975,993.1,4.37758312976147,11.208744354297536,1.134057739449476,-2.885833333333334,10.032499999999999,-0.10000000000002274
16.41,62.66,993.1,2023-11-20 22:00:00,22,11,-0.6900000000000013,2.1299999999999955,0.10000000000002274,19.86125,51.112500000000004,993.0999999999999,4.437122366050498,11.462090351126536,1.134057739449476,-3.451249999999998,11.547499999999992,1.1368683772161603e-13
15.76,65.49,993.1,2023-11-20 23:00:00,23,11,-0.6500000000000004,2.8299999999999983,0.0,19.73125,51.785833333333336,993.1083333333335,4.512191516614728,11.821834962646644,1.133258735771443,-3.9712499999999995,13.704166666666659,-0.008333333333439441
15.19,68.3,993.2,2023-11-21 00:00:00,0,11,-0.5700000000000003,2.8100000000000023,0.10000000000002274,19.608333333333334,52.482499999999995,993.1291666666666,4.596810488443906,12.292468620362841,1.1300169935361073,-4.418333333333335,15.817500000000003,0.07083333333343944
14.69,71.21,993.2,2023-11-21 01:00:00,1,11,-0.5,2.9099999999999966,0.0,19.506666666666668,53.16625,993.1541666666667,4.680231940245483,12.869813286203316,1.124424168198107,-4.816666666666668,18.043749999999996,0.04583333333334849
14.27,73.94,993.3,2023-11-21 02:00:00,2,11,-0.41999999999999993,2.730000000000004,0.09999999999990905,19.417916666666667,53.85875000000001,993.1875,4.76119913573736,13.533089660564052,1.1160148432335433,-5.147916666666667,20.08124999999999,0.11249999999995453
13.88,76.52,993.1,2023-11-21 03:00:00,3,11,-0.3899999999999988,2.5799999999999983,-0.1999999999999318,19.34625,54.5375,993.2125000000001,4.833560945415372,14.25574857351589,1.1066253047441112,-5.4662500000000005,21.982499999999995,-0.11250000000006821
13.48,79.05,993.0,2023-11-21 04:00:00,4,11,-0.40000000000000036,2.530000000000001,-0.10000000000002274,19.285,55.21791666666667,993.225,4.900541230091565,15.031856889884455,1.1022703841991346,-5.805,23.83208333333333,-0.22500000000002274
13.08,81.47,993.2,2023-11-21 05:00:00,5,11,-0.40000000000000036,2.4200000000000017,0.20000000000004547,19.226666666666667,55.92083333333334,993.225,4.968090934778987,15.861211620111705,1.1022703841991346,-6.1466666666666665,25.549166666666657,-0.024999999999977263
12.79,83.16,993.5,2023-11-21 06:00:00,6,11,-0.2900000000000009,1.6899999999999977,0.2999999999999545,19.167916666666667,56.65125,993.2083333333334,5.037963683842055,16.708751758467248,1.0946179268035698,-6.377916666666668,26.50875,0.29166666666662877
15.02,72.51,993.6,2023-11-21 07:00:00,7,11,2.2300000000000004,-10.649999999999991,0.10000000000002274,19.140416666666667,57.032916666666665,993.1625,5.059585374975694,16.970979700440072,1.0516291708232945,-4.120416666666667,15.47708333333334,0.4375
17.25,64.11,993.9,2023-11-21 08:00:00,8,11,2.2300000000000004,-8.400000000000006,0.2999999999999545,19.09625,57.522083333333335,993.1083333333335,5.07176138900065,16.999904086472682,0.9726327635017572,-1.8462500000000013,6.587916666666665,0.7916666666665151
20.53,53.62,994.0,2023-11-21 09:00:00,9,11,3.280000000000001,-10.490000000000002,0.10000000000002274,19.08375,57.82333333333333,993.0500000000001,5.067670601577044,16.85752307007071,0.8652720104440186,1.4462500000000027,-4.203333333333333,0.9499999999999318
24.39,39.69,993.5,2023-11-21 10:00:00,10,11,3.8599999999999994,-13.93,-0.5,19.0575,57.98791666666667,992.9833333333335,5.037124136371732,16.650556846457015,0.7550794179559394,5.3325,-18.297916666666673,0.5166666666665378
25.84,35.89,992.5,2023-11-21 11:00:00,11,11,1.4499999999999993,-3.799999999999997,-1.0,19.026666666666667,58.11541666666667,992.9041666666667,4.991130103508244,16.460164027701413,0.6974981168960226,6.813333333333333,-22.225416666666668,-0.404166666666697
26.65,34.0,991.5,2023-11-21 12:00:00,12,11,0.8099999999999987,-1.8900000000000006,-1.0,19.000833333333333,58.212500000000006,992.8208333333333,4.948027201664021,16.303531292597032,0.7413144416069689,7.649166666666666,-24.212500000000006,-1.3208333333333258
26.9,33.08,990.8,2023-11-21 13:00:00,13,11,0.25,-0.9200000000000017,-0.7000000000000455,18.979166666666668,58.27666666666667,992.7458333333334,4.910554663319671,16.19667106609205,0.8480049048956001,7.920833333333331,-25.196666666666673,-1.9458333333334394
26.49,33.19,990.3,2023-11-21 14:00:00,14,11,-0.41000000000000014,0.10999999999999943,-0.5,18.956666666666667,58.30833333333334,992.6791666666667,4.873156879376631,16.14459949189258,0.9713187658099234,7.533333333333331,-25.11833333333334,-2.3791666666667197
25.37,35.84,990.0,2023-11-21 15:00:00,15,11,-1.1199999999999974,2.6500000000000057,-0.2999999999999545,18.934583333333332,58.22833333333333,992.6166666666667,4.841421799041391,16.255225960117805,1.0913361043423424,6.435416666666669,-22.38833333333333,-2.6166666666666742
22.03,47.57,989.9,2023-11-21 16:00:00,16,11,-3.34,11.729999999999997,-0.10000000000002274,18.905833333333334,58.095,992.5500000000001,4.8199665492857084,16.332005388193913,1.2054225309612057,3.1241666666666674,-10.524999999999999,-2.650000000000091
19.49,53.42,990.3,2023-11-21 17:00:00,17,11,-2.5400000000000027,5.850000000000001,0.39999999999997726,18.861666666666668,58.1325,992.4875000000001,4.809089823192901,16.319676640551705,1.2824272162996073,0.6283333333333303,-4.712499999999999,-2.1875000000001137
18.65,55.3,990.8,2023-11-21 18:00:00,18,11,-0.8399999999999999,1.8799999999999955,0.5,18.824583333333333,58.15541666666667,992.4250000000001,4.807062719869059,16.315105824961883,1.3277146104662743,-0.17458333333333442,-2.8554166666666703,-1.6250000000001137
18.01,57.36,991.2,2023-11-21 19:00:00,19,11,-0.639999999999997,2.0600000000000023,0.40000000000009095,18.797083333333333,58.185,992.3666666666667,4.809872527612904,16.31290100290043,1.3502549409969433,-0.7870833333333316,-0.8250000000000028,-1.1666666666666288
17.52,59.57,991.5,2023-11-21 20:00:00,20,11,-0.490000000000002,2.210000000000001,0.2999999999999545,18.78291666666667,58.22833333333333,992.3125,4.813252068094479,16.315238453577578,1.3581677234816727,-1.2629166666666691,1.3416666666666686,-0.8125
17.08,62.05,991.4,2023-11-21 21:00:00,21,11,-0.4400000000000013,2.479999999999997,-0.10000000000002274,18.782083333333333,58.291666666666664,992.2458333333333,4.813557826522566,16.327507242491677,1.3622165972640163,-1.7020833333333343,3.758333333333333,-0.845833333333303
16.5,64.86,991.0,2023-11-21 22:00:00,22,11,-0.5799999999999983,2.8100000000000023,-0.39999999999997726,18.785833333333333,58.383333333333326,992.1583333333333,4.811664194313842,16.359243276499836,1.3723723244778383,-2.2858333333333327,6.476666666666674,-1.158333333333303
15.81,67.3,990.4,2023-11-21 23:00:00,23,11,-0.6899999999999995,2.4399999999999977,-0.6000000000000227,18.787916666666664,58.45875,992.0458333333332,4.810307754022302,16.39755689981296,1.4021657678291457,-2.9779166666666637,8.841249999999995,-1.6458333333332575
15.13,69.15,989.7,2023-11-22 00:00:00,0,11,-0.6799999999999997,1.8500000000000085,-0.6999999999999318,18.785416666666666,58.494166666666665,991.9000000000001,4.812274143015704,16.420638635217596,1.4578125363700667,-3.6554166666666656,10.65583333333334,-2.2000000000000455
14.46,71.02,989.2,2023-11-22 01:00:00,1,11,-0.6699999999999999,1.8699999999999903,-0.5,18.77583333333333,58.48624999999999,991.7333333333335,4.821005592979283,16.41428614573013,1.5296111090150537,-4.31583333333333,12.533750000000005,-2.5333333333334167
13.76,73.59,988.8,2023-11-22 02:00:00,2,11,-0.7000000000000011,2.5700000000000074,-0.40000000000009095,18.754583333333333,58.47166666666667,991.5458333333335,4.842804594507299,16.400108606921957,1.603251903651739,-4.994583333333333,15.118333333333332,-2.7458333333335077
13.04,76.8,988.6,2023-11-22 03:00:00,3,11,-0.7200000000000006,3.2099999999999937,-0.1999999999999318,18.719583333333333,58.48333333333333,991.3583333333332,4.882439232834356,16.413600051989256,1.6751162624281883,-5.679583333333333,18.31666666666667,-2.758333333333212
12.37,80.15,988.8,2023-11-22 04:00:00,4,11,-0.6699999999999999,3.3500000000000085,0.1999999999999318,18.673333333333332,58.52916666666667,991.1833333333333,4.93915823374513,16.474948549544546,1.7150653851271949,-6.303333333333333,21.620833333333337,-2.3833333333333258
11.73,83.42,989.3,2023-11-22 05:00:00,5,11,-0.6399999999999988,3.269999999999996,0.5,18.617083333333333,58.61041666666666,991.0208333333334,5.01276672643207,16.597359265902643,1.7003782613831957,-6.887083333333333,24.809583333333343,-1.7208333333334167
11.26,85.79,990.3,2023-11-22 06:00:00,6,11,-0.47000000000000064,2.3700000000000045,1.0,18.55333333333333,58.72,990.8874999999999,5.099080621877547,16.774233864445954,1.6211409025709425,-7.293333333333331,27.070000000000007,-0.5874999999999773
13.14,75.35,991.2,2023-11-22 07:00:00,7,11,1.8800000000000008,-10.440000000000012,0.900000000000091,18.474999999999998,58.83833333333334,990.7875,5.169672430965,16.88539365370481,1.517237907998481,-5.334999999999997,16.511666666666656,0.41250000000002274
15.12,66.59,991.9,2023-11-22 08:00:00,8,11,1.9799999999999986,-8.759999999999991,0.6999999999999318,18.38625,58.94166666666666,990.7041666666665,5.209744892778092,16.926595401440093,1.3882986668252932,-3.266250000000001,7.6483333333333405,1.1958333333334394
18.45,54.87,992.1,2023-11-22 09:00:00,9,11,3.33,-11.720000000000006,0.20000000000004547,18.299583333333334,58.993750000000006,990.625,5.189794734289527,16.911424955388416,1.238249114463234,0.15041666666666487,-4.123750000000008,1.4750000000000227
22.52,41.97,991.6,2023-11-22 10:00:00,10,11,4.07,-12.899999999999999,-0.5,18.221666666666668,59.088750000000005,990.5458333333332,5.107770437341625,16.80433621899016,1.0993987157243414,4.298333333333332,-17.118750000000006,1.054166666666788
24.28,37.45,990.6,2023-11-22 11:00:00,11,11,1.7600000000000016,-4.519999999999996,-1.0,18.156666666666666,59.153749999999995,990.4666666666666,5.015702878193662,16.71347225717323,1.0179547553615014,6.123333333333335,-21.703749999999992,0.13333333333343944
25.4,34.6,989.5,2023-11-22 12:00:00,12,11,1.1199999999999974,-2.8500000000000014,-1.1000000000000227,18.104583333333334,59.17875,990.3833333333332,4.929420972405354,16.674614997836738,1.0115277582463653,7.295416666666664,-24.57875,-0.8833333333332121
25.97,33.0,988.7,2023-11-22 13:00:00,13,11,0.5700000000000003,-1.6000000000000014,-0.7999999999999545,18.065833333333334,59.17541666666667,990.2958333333332,4.860447212083537,16.680066202341273,1.0634149938673538,7.904166666666665,-26.17541666666667,-1.5958333333331893
25.81,32.82,988.3,2023-11-22 14:00:00,14,11,-0.16000000000000014,-0.17999999999999972,-0.40000000000009095,18.037499999999998,59.16,990.2125,4.810934330297612,16.705279561186224,1.1387684040963344,7.772500000000001,-26.339999999999996,-1.9125000000000227
24.83,35.9,988.3,2023-11-22 15:00:00,15,11,-0.9800000000000004,3.0799999999999983,0.0,18.014999999999997,59.1625,990.1416666666668,4.776288353395758,16.701642004670344,1.2035876321704337,6.815000000000001,-23.262500000000003,-1.8416666666668107
21.24,49.6,988.5,2023-11-22 16:00:00,16,11,-3.59,13.700000000000003,0.20000000000004547,17.982083333333332,59.247083333333336,990.0833333333334,4.750065426704391,16.64542644566266,1.2488835593584564,3.2579166666666666,-9.647083333333335,-1.5833333333333712
18.81,52.54,989.0,2023-11-22 17:00:00,17,11,-2.4299999999999997,2.9399999999999977,0.5,17.95375,59.21041666666667,990.0291666666667,4.742702231483977,16.65978351526085,1.267136163906534,0.8562499999999993,-6.670416666666668,-1.029166666666697
17.89,53.63,989.7,2023-11-22 18:00:00,18,11,-0.9199999999999982,1.0900000000000034,0.7000000000000455,17.922083333333333,59.14083333333334,989.9833333333332,4.7403879672144456,16.68030129971489,1.2579025560387578,-0.032083333333332575,-5.510833333333338,-0.28333333333318933
17.12,54.55,990.3,2023-11-22 19:00:00,19,11,-0.7699999999999996,0.9199999999999946,0.599999999999909,17.885,59.02375,989.9458333333333,4.7431506681604505,16.70319126303594,1.2332280604919752,-0.7650000000000006,-4.473750000000003,0.35416666666662877
16.47,55.43,990.5,2023-11-22 20:00:00,20,11,-0.6500000000000021,0.8800000000000026,0.20000000000004547,17.84125,58.85125,989.9041666666667,4.751498905380012,16.718675137987464,1.194727244317961,-1.3712499999999999,-3.4212500000000006,0.595833333333303
15.91,56.04,990.4,2023-11-22 21:00:00,21,11,-0.5599999999999987,0.6099999999999994,-0.10000000000002274,17.7925,58.600833333333334,989.8625000000001,4.765629891301981,16.713689238794935,1.1571375852570385,-1.8825000000000003,-2.560833333333335,0.537499999999909
15.43,56.61,990.2,2023-11-22 22:00:00,22,11,-0.4800000000000004,0.5700000000000003,-0.1999999999999318,17.747916666666665,58.25708333333333,989.8291666666668,4.78321974439705,16.664125351541234,1.1342414306922595,-2.3179166666666653,-1.6470833333333275,0.3708333333332803
15.04,57.01,989.9,2023-11-22 23:00:00,23,11,-0.39000000000000057,0.3999999999999986,-0.3000000000000682,17.715833333333332,57.828333333333326,989.8083333333334,4.799338647071775,16.553352127791577,1.1278747488910055,-2.6758333333333333,-0.818333333333328,0.0916666666665833
14.79,57.64,989.5,2023-11-23 00:00:00,0,11,-0.25,0.6300000000000026,-0.39999999999997726,17.701666666666664,57.34875,989.8000000000001,4.807797712111137,16.376872694111224,1.129447729566843,-2.9116666666666653,0.291249999999998,-0.3000000000000682
14.72,57.6,989.2,2023-11-23 01:00:00,1,11,-0.06999999999999851,-0.03999999999999915,-0.2999999999999545,17.712500000000002,56.78958333333333,989.7999999999998,4.800463066431747,16.116830381869956,1.129447729566843,-2.9925000000000015,0.8104166666666686,-0.5999999999997954
14.59,58.07,989.0,2023-11-23 02:00:00,2,11,-0.13000000000000078,0.46999999999999886,-0.20000000000004547,17.747083333333332,56.14291666666666,989.8083333333333,4.773665512741504,15.719899180771446,1.1224649376004874,-3.1570833333333326,1.9270833333333428,-0.8083333333332803
14.24,59.59,989.0,2023-11-23 03:00:00,3,11,-0.34999999999999964,1.5200000000000031,0.0,17.797083333333333,55.42583333333334,989.8249999999999,4.728288116696583,15.117620849357325,1.1066007488257703,-3.557083333333333,4.164166666666667,-0.8249999999999318
