T2M,RH2M,PS,datetime,is_anomaly,anomaly_type,hour,month,T2M_diff,T2M_roll_mean,T2M_roll_std,T2M_roll_dev,RH2M_diff,RH2M_roll_mean,RH2M_roll_std,RH2M_roll_dev,PS_diff,PS_roll_mean,PS_roll_std,PS_roll_dev
11.87,44.06,994.9,2023-12-19 19:00:00,0,normal,19,12,-0.9700000000000006,13.422083333333333,5.751943323152062,-1.552083333333334,2.0,47.834583333333335,18.80801609378456,-3.7745833333333323,0.5,995.0666666666666,1.1223680967912486,-0.16666666666662877
10.95,46.48,995.3,2023-12-19 20:00:00,0,normal,20,12,-0.9199999999999999,13.370416666666666,5.769035394592231,-2.420416666666666,2.4199999999999946,47.64166666666666,18.79670083602018,-1.1616666666666617,0.39999999999997726,995.0625,1.1212619054604958,0.23749999999995453
10.15,48.77,995.3,2023-12-19 21:00:00,0,normal,21,12,-0.7999999999999989,13.306666666666665,5.796913471589982,-3.1566666666666645,2.2900000000000063,47.499583333333334,18.773778308927447,1.2704166666666694,0.0,995.0500000000001,1.1166720742933676,0.2499999999998863
9.46,50.68,995.3,2023-12-19 22:00:00,0,normal,22,12,-0.6899999999999995,13.238333333333335,5.833606287609796,-3.778333333333334,1.9099999999999966,47.36666666666667,18.737973689036274,3.3133333333333326,0.0,995.0375,1.111916676473502,0.2624999999999318
8.84,52.56,995.2,2023-12-19 23:00:00,0,normal,23,12,-0.620000000000001,13.166666666666666,5.878334329787103,-4.326666666666666,1.8800000000000026,47.22541666666666,18.683154928429815,5.334583333333342,-0.09999999999990905,995.0291666666667,1.1098292725733019,0.1708333333333485
8.27,54.48,995.1,2023-12-20 00:00:00,0,normal,0,12,-0.5700000000000003,13.094583333333333,5.929240716231249,-4.824583333333333,1.9199999999999946,47.05958333333333,18.59656290804177,7.420416666666668,-0.10000000000002274,995.0291666666667,1.1098292725733019,0.07083333333332575
7.72,56.39,994.9,2023-12-20 01:00:00,0,normal,1,12,-0.5499999999999998,13.028333333333334,5.982014105100651,-5.3083333333333345,1.9100000000000037,46.84708333333333,18.453084455065998,9.54291666666667,-0.20000000000004547,995.0291666666667,1.1098292725733019,-0.12916666666671972
7.21,58.53,994.6,2023-12-20 02:00:00,0,normal,2,12,-0.5099999999999998,12.964999999999998,6.037291359253891,-5.754999999999998,2.1400000000000006,46.60458333333333,18.250196658658542,11.92541666666667,-0.2999999999999545,995.0291666666667,1.1098292725733019,-0.42916666666667425
6.79,60.56,994.5,2023-12-20 03:00:00,0,normal,3,12,-0.41999999999999993,12.909166666666666,6.089916767237793,-6.119166666666666,2.030000000000001,46.317499999999995,17.959915330971178,14.242500000000007,-0.10000000000002274,995.0333333333333,1.1075498482842352,-0.533333333333303
6.65,61.8,994.5,2023-12-20 04:00:00,0,normal,4,12,-0.13999999999999968,12.875,6.123964331251019,-6.225,1.2399999999999949,45.95249999999999,17.529674778103796,15.847500000000004,0.0,995.0333333333333,1.1075498482842352,-0.533333333333303
6.06,64.73,994.8,2023-12-20 05:00:00,0,normal,5,12,-0.5900000000000007,12.845833333333331,6.155938042931049,-6.785833333333332,2.930000000000007,45.57458333333333,16.992763160205644,19.155416666666675,0.2999999999999545,995.0208333333334,1.1084572774806596,-0.2208333333334167
5.63,66.89,995.3,2023-12-20 06:00:00,0,normal,6,12,-0.4299999999999997,12.828333333333333,6.176659197380059,-7.198333333333333,2.1599999999999966,45.165,16.31433858537521,21.725,0.5,994.9958333333334,1.0944441378082366,0.30416666666656056
7.92,58.52,995.9,2023-12-20 07:00:00,0,normal,7,12,2.29,12.84375,6.163359341265539,-4.92375,-8.369999999999997,44.75625,15.824244967907617,13.763750000000002,0.6000000000000227,994.9708333333333,1.0650491584493256,0.9291666666666742
10.66,49.3,996.4,2023-12-20 08:00:00,0,normal,8,12,2.74,12.864166666666668,6.154923032518917,-2.2041666666666675,-9.220000000000006,44.43,15.637658281269,4.869999999999997,0.5,994.9458333333333,1.021498969503442,1.4541666666666515
13.71,42.38,996.8,2023-12-20 09:00:00,0,normal,9,12,3.0500000000000007,12.845833333333333,6.151580861977614,0.8641666666666676,-6.919999999999995,44.315,15.642357767348916,-1.9349999999999952,0.39999999999997726,994.9333333333334,0.9954971082443481,1.8666666666665606
18.34,29.32,996.5,2023-12-20 10:00:00,0,normal,10,12,4.629999999999999,12.798749999999998,6.102807132074904,5.541250000000002,-13.060000000000002,44.33625000000001,15.620710002373858,-15.016250000000007,-0.2999999999999545,994.9208333333332,0.9726607015548305,1.5791666666667652
20.42,24.21,995.6,2023-12-20 11:00:00,0,normal,11,12,2.080000000000002,12.741249999999999,6.02025372316685,7.678750000000003,-5.109999999999999,44.4075,15.520356408390885,-20.197499999999998,-0.8999999999999773,994.9083333333333,0.9613924079627705,0.6916666666667197
21.41,22.45,994.5,2023-12-20 12:00:00,0,normal,12,12,0.9899999999999984,12.673333333333334,5.907150174864844,8.736666666666666,-1.7600000000000016,44.530833333333334,15.324261218214069,-22.080833333333334,-1.1000000000000227,994.8916666666665,0.9650035667435828,-0.3916666666665378
21.82,21.69,993.8,2023-12-20 13:00:00,0,normal,13,12,0.41000000000000014,12.598333333333334,5.7720041479591755,9.221666666666666,-0.759999999999998,44.69,15.052739458895614,-22.999999999999996,-0.7000000000000455,994.8875000000002,0.96967609999441,-1.0875000000002046
21.49,22.06,993.4,2023-12-20 14:00:00,0,normal,14,12,-0.33000000000000185,12.520416666666668,5.631322710608446,8.96958333333333,0.36999999999999744,44.87625,14.726976965537766,-22.81625,-0.39999999999997726,994.8916666666665,0.9627481798169679,-1.4916666666665606
19.72,32.55,993.2,2023-12-20 15:00:00,0,normal,15,12,-1.7699999999999996,12.437916666666666,5.504058565132256,7.282083333333333,10.489999999999998,45.3075,14.175283526035022,-12.7575,-0.1999999999999318,994.8916666666668,0.9627481798169679,-1.6916666666667197
16.29,41.59,993.3,2023-12-20 16:00:00,0,normal,16,12,-3.4299999999999997,12.419583333333334,5.48985505405131,3.8704166666666655,9.040000000000006,45.52166666666667,14.074109645687793,-3.931666666666665,0.09999999999990905,994.8874999999999,0.96967609999441,-1.5874999999999773
14.99,37.95,993.6,2023-12-20 17:00:00,0,normal,17,12,-1.299999999999999,12.467083333333335,5.507672497578234,2.5229166666666654,-3.6400000000000006,45.417083333333345,14.122599982072169,-7.467083333333342,0.3000000000000682,994.8791666666666,0.980230304084411,-1.2791666666665833
14.89,37.46,994.1,2023-12-20 18:00:00,0,normal,18,12,-0.09999999999999964,12.5525,5.529560286001202,2.3375000000000004,-0.490000000000002,45.22541666666666,14.201138343584462,-7.76541666666666,0.5,994.8666666666667,0.9884844202341296,-0.7666666666666515
14.36,37.8,994.3,2023-12-20 19:00:00,0,normal,19,12,-0.5300000000000011,12.65625,5.539548570918497,1.7037499999999994,0.3399999999999963,44.96458333333334,14.280740140107483,-7.16458333333334,0.1999999999999318,994.8416666666667,0.9951694924037832,-0.5416666666667425
13.42,39.46,994.4,2023-12-20 20:00:00,0,normal,20,12,-0.9399999999999995,12.759166666666665,5.529405909331027,0.6608333333333345,1.6600000000000037,44.672083333333326,14.32018945076492,-5.212083333333325,0.10000000000002274,994.8041666666667,0.994103995261254,-0.404166666666697
12.21,42.95,994.5,2023-12-20 21:00:00,0,normal,21,12,-1.209999999999999,12.845,5.503068709128685,-0.6349999999999998,3.490000000000002,44.42958333333333,14.297037236150919,-1.4795833333333306,0.10000000000002274,994.7708333333334,0.9901599196283257,-0.27083333333337123
11.07,46.56,994.5,2023-12-20 22:00:00,0,normal,22,12,-1.1400000000000006,12.912083333333333,5.469722971418016,-1.842083333333333,3.6099999999999994,44.25791666666667,14.243358476441141,2.3020833333333357,0.0,994.7375000000001,0.985023725045565,-0.2375000000000682
10.25,48.77,994.2,2023-12-20 23:00:00,0,normal,23,12,-0.8200000000000003,12.970833333333333,5.431522259732622,-2.720833333333333,2.210000000000001,44.1,14.168122209965713,4.670000000000002,-0.2999999999999545,994.6958333333332,0.985759105596076,-0.4958333333331666
9.6,50.53,993.9,2023-12-21 00:00:00,0,normal,0,12,-0.6500000000000004,13.02625,5.388086546301454,-3.4262499999999996,1.759999999999998,43.93541666666667,14.064867108343552,6.594583333333333,-0.3000000000000682,994.6458333333334,0.9947598208727805,-0.745833333333394
9.07,51.8,993.6,2023-12-21 01:00:00,0,normal,1,12,-0.5299999999999994,13.082500000000001,5.337087831555621,-4.012500000000001,1.269999999999996,43.744166666666665,13.91859623002603,8.055833333333332,-0.2999999999999545,994.5916666666666,1.0154958807559755,-0.9916666666665606
8.56,53.46,993.2,2023-12-21 02:00:00,0,normal,2,12,-0.5099999999999998,13.138750000000002,5.279305218204047,-4.578750000000001,1.6600000000000037,43.532916666666665,13.721506280341506,9.927083333333336,-0.39999999999997726,994.5333333333333,1.0544591304295594,-1.3333333333332575
7.98,55.44,992.9,2023-12-21 03:00:00,0,normal,3,12,-0.5800000000000001,13.188333333333333,5.222366335764612,-5.208333333333332,1.9799999999999969,43.319583333333334,13.482998466399442,12.120416666666664,-0.3000000000000682,994.4666666666667,1.1059784833229522,-1.5666666666667197
7.39,57.4,992.8,2023-12-21 04:00:00,0,normal,4,12,-0.5900000000000007,13.219166666666666,5.184129558118921,-5.829166666666667,1.9600000000000009,43.13625,13.248665827005162,14.263750000000002,-0.10000000000002274,994.3958333333334,1.1570123318310717,-1.5958333333334167
6.89,59.11,993.2,2023-12-21 05:00:00,0,normal,5,12,-0.5,13.253750000000002,5.136847123437214,-6.363750000000002,1.7100000000000009,42.90208333333334,12.895363163679828,16.207916666666662,0.40000000000009095,994.3291666666668,1.1786060913718586,-1.1291666666667197
6.54,60.25,993.6,2023-12-21 06:00:00,0,normal,6,12,-0.34999999999999964,13.291666666666666,5.081184102555027,-6.751666666666666,1.1400000000000006,42.625416666666666,12.420831022806153,17.624583333333334,0.39999999999997726,994.2583333333332,1.168766226639414,-0.6583333333331893
8.34,54.89,994.0,2023-12-21 07:00:00,0,normal,7,12,1.7999999999999998,13.309166666666668,5.062568446486653,-4.969166666666668,-5.359999999999999,42.47416666666667,12.239645461143681,12.415833333333332,0.39999999999997726,994.1791666666667,1.1158849739748231,-0.17916666666667425
10.57,46.63,994.5,2023-12-21 08:00:00,0,normal,8,12,2.2300000000000004,13.305416666666666,5.064648989225012,-2.7354166666666657,-8.259999999999998,42.36291666666667,12.186926523111252,4.267083333333332,0.5,994.0999999999999,1.01424634677949,0.40000000000009095
13.16,41.1,994.8,2023-12-21 09:00:00,0,normal,9,12,2.59,13.282499999999999,5.063983008763304,-0.12249999999999872,-5.530000000000001,42.30958333333333,12.189649022720213,-1.2095833333333275,0.2999999999999545,994.0166666666668,0.8519372636715242,0.7833333333331893
17.31,31.71,994.5,2023-12-21 10:00:00,0,normal,10,12,4.149999999999999,13.239583333333334,5.023460161358263,4.070416666666665,-9.39,42.40916666666667,12.088257657264265,-10.69916666666667,-0.2999999999999545,993.9333333333334,0.6786602315805597,0.566666666666606
21.18,22.56,993.7,2023-12-21 11:00:00,0,normal,11,12,3.870000000000001,13.27125,5.072844423346553,7.9087499999999995,-9.150000000000002,42.34041666666666,12.20043423288765,-19.780416666666664,-0.7999999999999545,993.8541666666666,0.5793393286806947,-0.1541666666665833
22.62,20.58,992.7,2023-12-21 12:00:00,0,normal,12,12,1.4400000000000013,13.321666666666665,5.162469637065496,9.298333333333336,-1.9800000000000004,42.2625,12.338178728962735,-21.682500000000005,-1.0,993.7791666666667,0.6079038585463412,-1.0791666666666515
23.33,19.7,991.9,2023-12-21 13:00:00,0,normal,13,12,0.7099999999999973,13.384583333333333,5.278443429291618,9.945416666666665,-0.879999999999999,42.17958333333333,12.488218266470879,-22.479583333333334,-0.8000000000000682,993.7000000000002,0.7186944684063084,-1.800000000000182
22.97,20.24,991.6,2023-12-21 14:00:00,0,normal,14,12,-0.35999999999999943,13.44625,5.384827164074673,9.52375,0.5399999999999991,42.10375,12.620529105045748,-21.86375,-0.2999999999999545,993.625,0.8357501185510052,-2.0249999999999773
21.0,27.66,991.3,2023-12-21 15:00:00,0,normal,15,12,-1.9699999999999989,13.499583333333334,5.455540844480689,7.500416666666666,7.420000000000002,41.9,12.819380368936745,-14.239999999999998,-0.3000000000000682,993.5458333333332,0.9587034570867958,-2.2458333333332803
16.72,40.14,991.3,2023-12-21 16:00:00,0,normal,16,12,-4.280000000000001,13.517499999999998,5.465799794293998,3.2025000000000006,12.48,41.83958333333333,12.82432080722676,-1.6995833333333294,0.0,993.4625,1.0623241541480826,-2.1625000000000227
14.12,44.2,991.7,2023-12-21 17:00:00,0,normal,17,12,-2.5999999999999996,13.481249999999998,5.45848944903417,0.6387500000000017,4.060000000000002,42.1,12.805346709395593,2.1000000000000014,0.40000000000009095,993.3833333333333,1.1208175069340576,-1.6833333333332803
13.14,45.88,992.2,2023-12-21 18:00:00,0,normal,18,12,-0.9799999999999986,13.408333333333333,5.4505354078185775,-0.26833333333333265,1.6799999999999997,42.45083333333333,12.788026980655514,3.4291666666666742,0.5,993.3041666666667,1.135007820861255,-1.1041666666666288
12.35,47.12,992.6,2023-12-21 19:00:00,0,normal,19,12,-0.7900000000000009,13.324583333333331,5.450719122214548,-0.9745833333333316,1.2399999999999949,42.83916666666667,12.782163495402127,4.280833333333327,0.39999999999997726,993.2333333333335,1.123142588969165,-0.6333333333334394
11.73,47.83,992.9,2023-12-21 20:00:00,0,normal,20,12,-0.6199999999999992,13.254166666666668,5.460340741610612,-1.5241666666666678,0.7100000000000009,43.187916666666666,12.800128728689282,4.642083333333332,0.2999999999999545,993.1708333333332,1.0968251283198125,-0.27083333333325754
11.1,48.56,993.1,2023-12-21 21:00:00,0,normal,21,12,-0.6300000000000008,13.207916666666668,5.474252761528409,-2.107916666666668,0.730000000000004,43.42166666666666,12.846733865636622,5.1383333333333425,0.20000000000004547,993.1125000000001,1.05966052798921,-0.012500000000045475
10.3,49.57,993.2,2023-12-21 22:00:00,0,normal,22,12,-0.7999999999999989,13.175833333333332,5.4895623621137775,-2.875833333333331,1.009999999999998,43.54708333333334,12.893312212881634,6.02291666666666,0.10000000000002274,993.0583333333333,1.0180615281793368,0.1416666666667652
9.5,51.36,992.9,2023-12-21 23:00:00,0,normal,23,12,-0.8000000000000007,13.144583333333332,5.509042352798487,-3.6445833333333315,1.7899999999999991,43.655,12.949644614898741,7.704999999999998,-0.3000000000000682,993.0041666666666,0.9888417319327616,-0.10416666666662877
8.88,53.13,992.8,2023-12-22 00:00:00,0,normal,0,12,-0.6199999999999992,13.114583333333334,5.531100196530336,-4.234583333333333,1.7700000000000031,43.76333333333334,13.02034216696818,9.36666666666666,-0.10000000000002274,992.9583333333334,0.9708430520336423,-0.1583333333334167
8.52,54.43,992.7,2023-12-22 01:00:00,0,normal,1,12,-0.3600000000000012,13.091666666666667,5.549694599248457,-4.571666666666667,1.2999999999999972,43.87291666666667,13.101735191806997,10.557083333333331,-0.09999999999990905,992.9208333333335,0.9623247063118434,-0.2208333333334167
8.19,55.65,992.5,2023-12-22 02:00:00,0,normal,2,12,-0.33000000000000007,13.07625,5.563327759612004,-4.88625,1.2199999999999989,43.964166666666664,13.178809379707587,11.685833333333335,-0.20000000000004547,992.8916666666668,0.9641020451290725,-0.3916666666667652
7.9,56.6,992.2,2023-12-22 03:00:00,0,normal,3,12,-0.28999999999999915,13.072916666666666,5.566537038541037,-5.172916666666666,0.9500000000000028,44.012499999999996,13.224773935768276,12.587500000000006,-0.2999999999999545,992.8625000000001,0.9743727078034969,-0.6625000000000227
7.43,58.59,992.2,2023-12-22 04:00:00,0,normal,4,12,-0.47000000000000064,13.074583333333335,5.564767254921739,-5.644583333333335,1.990000000000002,44.062083333333334,13.279268241745623,14.52791666666667,0.0,992.8375000000001,0.9836986547098052,-0.6375000000000455
6.83,61.57,992.7,2023-12-22 05:00:00,0,normal,5,12,-0.5999999999999996,13.072083333333332,5.567679228615239,-6.242083333333332,2.979999999999997,44.16458333333333,13.409327376434948,17.405416666666667,0.5,992.8166666666666,0.9809785116808718,-0.11666666666656056
6.38,63.88,993.4,2023-12-22 06:00:00,0,normal,6,12,-0.4500000000000002,13.065416666666666,5.575930399389911,-6.685416666666666,2.3100000000000023,44.31583333333333,13.617506927758038,19.564166666666672,0.6999999999999318,992.8083333333334,0.9748652823034576,0.5916666666665833
8.12,59.83,994.0,2023-12-22 07:00:00,0,normal,7,12,1.7399999999999993,13.056249999999999,5.584211292641918,-4.936249999999999,-4.050000000000004,44.52166666666667,13.82011598348955,15.30833333333333,0.6000000000000227,992.8083333333334,0.9748652823034576,1.191666666666606
11.28,48.65,994.6,2023-12-22 08:00:00,0,normal,8,12,3.16,13.085833333333333,5.572335328611578,-1.805833333333334,-11.18,44.60583333333333,13.839651577879527,4.044166666666669,0.6000000000000227,992.8125,0.9825930644141269,1.7875000000000227
13.88,42.73,994.8,2023-12-22 09:00:00,0,normal,9,12,2.6000000000000014,13.115833333333333,5.574689631966391,0.764166666666668,-5.920000000000002,44.67374999999999,13.825691526851523,-1.9437499999999943,0.1999999999999318,992.8125,0.9825930644141269,1.9874999999999545
17.96,33.13,994.1,2023-12-22 10:00:00,0,normal,10,12,4.08,13.142916666666666,5.597484278997409,4.8170833333333345,-9.599999999999994,44.732916666666675,13.770730610899802,-11.602916666666673,-0.6999999999999318,992.7958333333332,0.9557510893154865,1.304166666666788
22.1,23.4,993.1,2023-12-22 11:00:00,0,normal,11,12,4.140000000000001,13.18125,5.657743683391504,8.918750000000001,-9.730000000000004,44.76791666666666,13.712871129032429,-21.36791666666666,-1.0,992.7708333333334,0.9387684654293643,0.3291666666666515
23.29,22.08,992.2,2023-12-22 12:00:00,0,normal,12,12,1.1899999999999977,13.209166666666667,5.707773430702364,10.080833333333333,-1.3200000000000003,44.83041666666667,13.60079552633879,-22.750416666666673,-0.8999999999999773,992.75,0.9459294944637716,-0.5499999999999545
23.66,22.08,991.8,2023-12-22 13:00:00,0,normal,13,12,0.370000000000001,13.222916666666665,5.733553780097934,10.437083333333335,0.0,44.92958333333333,13.417032160383139,-22.849583333333335,-0.40000000000009095,992.7458333333333,0.9500476722307347,-0.9458333333333258
23.5,22.67,991.8,2023-12-22 14:00:00,0,normal,14,12,-0.16000000000000014,13.245,5.773608622147771,10.255,0.5900000000000034,45.030833333333334,13.230486506111843,-22.360833333333332,0.0,992.7541666666667,0.9403880634853414,-0.9541666666667652
22.3,31.5,991.7,2023-12-22 15:00:00,0,normal,15,12,-1.1999999999999993,13.299166666666666,5.855051268974405,9.000833333333334,8.829999999999998,45.19083333333334,13.033028249885772,-13.690833333333337,-0.09999999999990905,992.7708333333334,0.9167424210034181,-1.0708333333333258
20.74,29.99,991.4,2023-12-22 16:00:00,0,normal,16,12,-1.5600000000000023,13.466666666666669,6.012551846773953,7.27333333333333,-1.5100000000000016,44.76791666666667,13.364517909347766,-14.777916666666673,-0.3000000000000682,992.775,0.9099689434598012,-1.375
19.74,29.36,991.6,2023-12-22 17:00:00,0,normal,17,12,-1.0,13.700833333333335,6.147038110849146,6.039166666666663,-0.629999999999999,44.14958333333333,13.730231791059971,-14.789583333333333,0.20000000000004547,992.7708333333334,0.9153185078512431,-1.1708333333333485
18.25,31.94,992.4,2023-12-22 18:00:00,0,normal,18,12,-1.4899999999999984,13.913749999999999,6.214891522016676,4.3362500000000015,2.580000000000002,43.56875,13.946989487372239,-11.62875,0.7999999999999545,992.7791666666667,0.910794763516841,-0.3791666666667197
16.59,34.66,993.2,2023-12-22 19:00:00,0,normal,19,12,-1.6600000000000001,14.090416666666668,6.22875553148576,2.499583333333332,2.7199999999999953,43.04958333333334,14.040642088367097,-8.389583333333341,0.8000000000000682,992.8041666666667,0.9138923761375874,0.39583333333337123
16.09,35.1,993.4,2023-12-22 20:00:00,0,normal,20,12,-0.5,14.272083333333333,6.220494862997612,1.817916666666667,0.44000000000000483,42.51916666666667,14.092555517523971,-7.419166666666669,0.1999999999999318,992.8249999999999,0.921836541093623,0.5750000000000455
15.28,37.44,993.8,2023-12-22 21:00:00,0,normal,21,12,-0.8100000000000005,14.44625,6.186241966970983,0.8337500000000002,2.3399999999999963,42.05583333333333,14.068090293026849,-4.615833333333335,0.39999999999997726,992.8541666666666,0.9417740735423233,0.9458333333333258
15.19,38.58,993.9,2023-12-22 22:00:00,0,normal,22,12,-0.08999999999999986,14.65,6.123958651494748,0.5399999999999991,1.1400000000000006,41.59791666666667,13.99152382513349,-3.0179166666666717,0.10000000000002274,992.8833333333333,0.9635381657726096,1.0166666666666515
15.31,37.91,993.6,2023-12-22 23:00:00,0,normal,23,12,0.120000000000001,14.892083333333334,6.025570858156648,0.4179166666666667,-0.6700000000000017,41.0375,13.852182138565853,-3.127500000000005,-0.2999999999999545,992.9125,0.9745957912490354,0.6875
14.86,39.38,993.2,2023-12-23 00:00:00,0,normal,0,12,-0.45000000000000107,15.141250000000001,5.888228723478733,-0.2812500000000018,1.470000000000006,40.46458333333333,13.612572506827142,-1.0845833333333275,-0.39999999999997726,992.9291666666667,0.9760074689819283,0.27083333333337123
13.22,46.39,992.6,2023-12-23 01:00:00,0,normal,1,12,-1.6399999999999988,15.337083333333332,5.734594848784885,-2.1170833333333317,7.009999999999998,40.129583333333336,13.350351397155782,6.260416666666664,-0.6000000000000227,992.9250000000001,0.9772410141814667,-0.3250000000000455
12.79,48.65,992.1,2023-12-23 02:00:00,0,normal,2,12,-0.4300000000000015,15.52875,5.559533380873207,-2.7387500000000014,2.259999999999998,39.837916666666665,13.070055047675911,8.812083333333334,-0.5,992.9083333333333,0.9881544794013573,-0.8083333333332803
12.18,49.4,991.9,2023-12-23 03:00:00,0,normal,3,12,-0.6099999999999994,15.707083333333335,5.369586235510116,-3.5270833333333353,0.75,39.53791666666667,12.747227824517307,9.86208333333333,-0.20000000000004547,992.8958333333334,0.9993385492568133,-0.995833333333394
11.21,52.69,992.2,2023-12-23 04:00:00,0,normal,4,12,-0.9699999999999989,15.864583333333334,5.167897545059487,-4.654583333333333,3.289999999999999,39.29208333333333,12.416428100519314,13.397916666666667,0.3000000000000682,992.8958333333334,0.9993385492568133,-0.6958333333333258
10.62,55.6,993.1,2023-12-23 05:00:00,0,normal,5,12,-0.5900000000000016,16.0225,4.932360974483589,-5.402500000000002,2.9100000000000037,39.04333333333333,12.003648599911125,16.556666666666672,0.8999999999999773,992.9125,0.9992660348947379,0.1875
9.99,57.15,994.3,2023-12-23 06:00:00,0,normal,6,12,-0.629999999999999,16.17291666666667,4.673786733210688,-6.182916666666669,1.5499999999999972,38.76291666666666,11.464725666209931,18.387083333333337,1.1999999999999318,992.9499999999999,1.034618181942875,1.3500000000000227
11.52,50.73,995.3,2023-12-23 07:00:00,0,normal,7,12,1.5299999999999994,16.314583333333335,4.4659922498099265,-4.794583333333335,-6.420000000000002,38.38375,10.872896423236927,12.346249999999998,1.0,993.0041666666666,1.1222954607618325,2.2958333333333485
13.65,43.23,996.1,2023-12-23 08:00:00,0,normal,8,12,2.130000000000001,16.41333333333333,4.375107120841796,-2.76333333333333,-7.5,38.157916666666665,10.705389532204586,5.072083333333332,0.8000000000000682,993.0666666666667,1.2495796393823042,3.033333333333303
16.34,38.18,996.9,2023-12-23 09:00:00,0,normal,9,12,2.6899999999999995,16.515833333333333,4.341865874870196,-0.17583333333333329,-5.049999999999997,37.968333333333334,10.661098184181466,0.211666666666666,0.7999999999999545,993.1541666666666,1.4358694280080133,3.745833333333394
19.28,33.87,997.1,2023-12-23 10:00:00,0,normal,10,12,2.9400000000000013,16.570833333333333,4.36922927903236,2.7091666666666683,-4.310000000000002,37.99916666666666,10.64755816737058,-4.129166666666663,0.20000000000004547,993.2791666666667,1.6381270233779655,3.8208333333333258
21.6,30.81,996.5,2023-12-23 11:00:00,0,normal,11,12,2.3200000000000003,16.55,4.34283117432576,5.050000000000001,-3.0599999999999987,38.307916666666664,10.307831543209852,-7.497916666666665,-0.6000000000000227,993.4208333333335,1.7641303231034693,3.079166666666538
22.65,29.52,995.7,2023-12-23 12:00:00,0,normal,12,12,1.0499999999999972,16.52333333333333,4.30141297984609,6.126666666666669,-1.2899999999999991,38.617916666666666,9.90247618535146,-9.097916666666666,-0.7999999999999545,993.5666666666667,1.8030569853843665,2.1333333333333258
23.17,28.86,995.0,2023-12-23 13:00:00,0,normal,13,12,0.5200000000000031,16.502916666666668,4.267091952593015,6.667083333333334,-0.6600000000000001,38.900416666666665,9.498642227532844,-10.040416666666665,-0.7000000000000455,993.7000000000002,1.7849613318807933,1.2999999999998408
22.74,29.89,994.4,2023-12-23 14:00:00,0,normal,14,12,-0.43000000000000327,16.47125,4.215415098957842,6.268749999999997,1.0300000000000011,39.20125,9.066771302278967,-9.311250000000001,-0.6000000000000227,993.8083333333333,1.743039989668492,0.591666666666697
21.57,38.74,994.1,2023-12-23 15:00:00,0,normal,15,12,-1.1699999999999982,16.440833333333334,4.173958518019187,5.129166666666666,8.850000000000001,39.50291666666667,8.91863046571957,-0.7629166666666691,-0.2999999999999545,993.9083333333334,1.6846923771366047,0.19166666666660603
18.96,44.44,994.0,2023-12-23 16:00:00,0,normal,16,12,-2.6099999999999994,16.366666666666664,4.109563254766563,2.5933333333333373,5.699999999999996,40.105,8.734350975116861,4.335000000000001,-0.10000000000002274,994.0166666666668,1.5977339024293131,-0.016666666666765195
17.56,45.69,994.4,2023-12-23 17:00:00,0,normal,17,12,-1.4000000000000021,16.27583333333333,4.055497521257724,1.2841666666666676,1.25,40.78541666666667,8.49365593388332,4.904583333333328,0.39999999999997726,994.1333333333333,1.5136097556951822,0.2666666666666515
16.97,46.96,995.0,2023-12-23 18:00:00,0,normal,18,12,-0.5899999999999999,16.2225,4.036780087924146,0.7474999999999987,1.2700000000000031,41.411249999999995,8.36596225526535,5.548750000000005,0.6000000000000227,994.2416666666667,1.476752213890268,0.7583333333333258
16.57,47.52,995.4,2023-12-23 19:00:00,0,normal,19,12,-0.3999999999999986,16.221666666666668,4.036702988144255,0.3483333333333327,0.5600000000000023,41.94708333333333,8.326492804749119,5.572916666666671,0.39999999999997726,994.3333333333334,1.477561641887199,1.066666666666606
16.19,47.84,995.7,2023-12-23 20:00:00,0,normal,20,12,-0.379999999999999,16.225833333333334,4.0366127822251165,-0.03583333333333272,0.3200000000000003,42.477916666666665,8.276951223607247,5.362083333333338,0.3000000000000682,994.4291666666668,1.4889386842899492,1.2708333333332575
15.65,49.54,996.1,2023-12-23 21:00:00,0,normal,21,12,-0.5400000000000009,16.241249999999997,4.033548780028521,-0.591249999999997,1.6999999999999957,42.98208333333333,8.325117040131412,6.557916666666671,0.39999999999997726,994.525,1.5203689482842977,1.5750000000000455
15.64,49.84,996.3,2023-12-23 22:00:00,0,normal,22,12,-0.009999999999999787,16.26,4.02949344103007,-0.620000000000001,0.30000000000000426,43.451249999999995,8.383327300686583,6.388750000000009,0.1999999999999318,994.625,1.555984240375537,1.6749999999999545
15.55,50.13,996.3,2023-12-23 23:00:00,0,normal,23,12,-0.08999999999999986,16.27,4.027330543219395,-0.7199999999999989,0.28999999999999915,43.96041666666667,8.40321443629287,6.169583333333335,0.0,994.7374999999998,1.5761296845064734,1.5625000000001137
14.79,52.64,996.2,2023-12-24 00:00:00,0,normal,0,12,-0.7600000000000016,16.267083333333332,4.028421288756943,-1.4770833333333329,2.509999999999998,44.51291666666666,8.524009813292297,8.127083333333339,-0.09999999999990905,994.8625000000001,1.5678322059005756,1.3374999999999773
13.17,58.37,996.2,2023-12-24 01:00:00,0,normal,1,12,-1.6199999999999992,16.265,4.03007821695592,-3.0950000000000006,5.729999999999997,45.01208333333333,8.977426753986368,13.357916666666668,0.0,995.0124999999999,1.5132207229257206,1.1875000000001137
